x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.6454686522483826,0.9819649457931519,1.4373997601069277e-06,0.5982627868652344,0.9833732843399048,-0.050033777952194214,0.5387067198753357,0.9323852062225342,-0.09584158658981323,0.544002890586853,0.8776474595069885,-0.14031103253364563,0.5714203715324402,0.8392114639282227,-0.18279564380645752,0.5475137233734131,0.745902419090271,-0.10959231108427048,0.5086551904678345,0.5660426020622253,-0.17760317027568817,0.4931223392486572,0.455315500497818,-0.2150445133447647,0.47800952196121216,0.35759663581848145,-0.23746569454669952,0.6259908676147461,0.7317254543304443,-0.12333305925130844,0.6198402047157288,0.545214831829071,-0.2040378600358963,0.6196612119674683,0.4233710467815399,-0.2447333037853241,0.618994414806366,0.3130040466785431,-0.2605522871017456,0.6988047957420349,0.7659851312637329,-0.1363566666841507,0.6840472221374512,0.7744618654251099,-0.21512609720230103,0.6616718769073486,0.8805966377258301,-0.2072300910949707,0.6489036679267883,0.9439404010772705,-0.17944636940956116,0.7618826627731323,0.8239954710006714,-0.15313345193862915,0.745810329914093,0.8418225049972534,-0.20544815063476562,0.7205904722213745,0.9189668297767639,-0.18446826934814453,0.6996610760688782,0.9667260646820068,-0.15378491580486298
0.6493257880210876,1.0246388912200928,1.4386889688466908e-06,0.5925792455673218,1.0115023851394653,-0.04923776537179947,0.540129542350769,0.9457519054412842,-0.09467051923274994,0.5584656596183777,0.889066219329834,-0.13961821794509888,0.5960246920585632,0.8422818183898926,-0.18293415009975433,0.5509294271469116,0.7525028586387634,-0.10074799507856369,0.5105840563774109,0.5732576251029968,-0.1667908877134323,0.4958931803703308,0.4616807699203491,-0.20185676217079163,0.48302707076072693,0.36495521664619446,-0.22087444365024567,0.6281137466430664,0.7415298819541931,-0.1150192990899086,0.6198614239692688,0.5421265363693237,-0.186834916472435,0.6222108602523804,0.41453081369400024,-0.22145821154117584,0.6219220757484436,0.2959372401237488,-0.23327910900115967,0.7003511190414429,0.7778465747833252,-0.1303074061870575,0.6853907704353333,0.7674608826637268,-0.20525380969047546,0.6648649573326111,0.8717918395996094,-0.19997157156467438,0.6520577669143677,0.9336271286010742,-0.1736481487751007,0.762976884841919,0.8398226499557495,-0.14915971457958221,0.746336042881012,0.8443741202354431,-0.19585704803466797,0.7213135361671448,0.9175975322723389,-0.17502912878990173,0.7013941407203674,0.9647185802459717,-0.14530573785305023
0.6370862722396851,1.0297797918319702,1.442300231246918e-06,0.5599252581596375,0.9920966029167175,-0.054537687450647354,0.5220608115196228,0.8813490867614746,-0.08817537128925323,0.5862196087837219,0.7837216854095459,-0.12173576653003693,0.6515501141548157,0.7164437174797058,-0.15201154351234436,0.531387448310852,0.6857249140739441,-0.06264723092317581,0.4939843714237213,0.5072571039199829,-0.11612211912870407,0.4791034460067749,0.3874468505382538,-0.1474081575870514,0.4656405746936798,0.28717663884162903,-0.16507627069950104,0.6139997243881226,0.6714535355567932,-0.07169389724731445,0.6104311943054199,0.48464837670326233,-0.13210172951221466,0.6085497736930847,0.3459281027317047,-0.1666031926870346,0.6021467447280884,0.23123019933700562,-0.17840488255023956,0.6884514689445496,0.7058226466178894,-0.08570381253957748,0.6662288308143616,0.6869726181030273,-0.165246844291687,0.6402608752250671,0.8082302808761597,-0.16959334909915924,0.6233047246932983,0.8914110660552979,-0.1453256905078888,0.7507106065750122,0.7695741653442383,-0.10349787026643753,0.7319254875183105,0.7449126839637756,-0.16149787604808807,0.6928025484085083,0.8340372443199158,-0.15017426013946533,0.6599379777908325,0.9035420417785645,-0.12345743179321289
0.6387152671813965,1.056200623512268,1.2478495818868396e-06,0.5612995028495789,1.0037295818328857,-0.04949242249131203,0.518955647945404,0.8869733214378357,-0.08234396576881409,0.577483594417572,0.7874001264572144,-0.11660231649875641,0.6428472995758057,0.7217955589294434,-0.1475241780281067,0.5296548008918762,0.6833948493003845,-0.05802417919039726,0.49068135023117065,0.4994354844093323,-0.11001500487327576,0.4752569794654846,0.3798395097255707,-0.1381322145462036,0.4636343717575073,0.2800229489803314,-0.15223565697669983,0.6106978058815002,0.670867919921875,-0.06830214709043503,0.607814610004425,0.4697965383529663,-0.12410077452659607,0.6083779335021973,0.33109161257743835,-0.15244300663471222,0.6077301502227783,0.21901094913482666,-0.16024436056613922,0.685067892074585,0.7046161890029907,-0.08398120105266571,0.6687272787094116,0.6838769912719727,-0.15661503374576569,0.6398648023605347,0.802707314491272,-0.161141037940979,0.621392011642456,0.8880451321601868,-0.13877393305301666,0.7496805191040039,0.766426146030426,-0.10360569506883621,0.7327840924263,0.7548389434814453,-0.15214286744594574,0.6929458975791931,0.8409057259559631,-0.14152346551418304,0.6611055731773376,0.9078429937362671,-0.11807467043399811
0.6471685171127319,1.0550537109375,1.2492397445384995e-06,0.5650858879089355,0.9960334897041321,-0.05195000022649765,0.5206202268600464,0.8744276762008667,-0.08410584926605225,0.5836291313171387,0.7733517289161682,-0.1177017018198967,0.6539479494094849,0.7068092226982117,-0.14782114326953888,0.5352181792259216,0.6670651435852051,-0.05395650491118431,0.49560147523880005,0.4785993695259094,-0.1026671826839447,0.4799422025680542,0.3572634160518646,-0.12855477631092072,0.4698352813720703,0.25731563568115234,-0.14199137687683105,0.6149356961250305,0.6581187844276428,-0.06333573162555695,0.6056831479072571,0.45209968090057373,-0.11842700839042664,0.6078011393547058,0.31291016936302185,-0.14736203849315643,0.6132583618164062,0.20409652590751648,-0.15611396729946136,0.6873987913131714,0.6958811283111572,-0.07883534580469131,0.6700659394264221,0.6606961488723755,-0.1516340970993042,0.6430298686027527,0.7784823775291443,-0.1574985384941101,0.627093493938446,0.8601452112197876,-0.1364341527223587,0.7511332631111145,0.7600386142730713,-0.09850290417671204,0.7329440116882324,0.7263111472129822,-0.1476004272699356,0.6949039697647095,0.8146130442619324,-0.13754074275493622,0.6653475761413574,0.8838468194007874,-0.11509253829717636
0.6604506969451904,1.0186445713043213,1.2819928087992594e-06,0.5804755687713623,0.955166220664978,-0.04758017510175705,0.5350873470306396,0.8261740803718567,-0.07675335556268692,0.6016762256622314,0.7246781587600708,-0.10785675048828125,0.6734789609909058,0.6595458388328552,-0.13482055068016052,0.5471744537353516,0.6182132959365845,-0.048902496695518494,0.5062847137451172,0.4310132563114166,-0.09238135814666748,0.48995542526245117,0.3128112554550171,-0.11449478566646576,0.47731566429138184,0.21676629781723022,-0.12675561010837555,0.6281935572624207,0.6110300421714783,-0.059699613600969315,0.6220237016677856,0.4090561866760254,-0.11026924103498459,0.6229112148284912,0.2718943953514099,-0.1368793398141861,0.6257880926132202,0.1672126054763794,-0.1457424908876419,0.6995437145233154,0.6530274152755737,-0.07642730325460434,0.6855708956718445,0.6216559410095215,-0.14458328485488892,0.6565190553665161,0.7390547394752502,-0.14873163402080536,0.637789249420166,0.8198865652084351,-0.12820132076740265,0.7607225775718689,0.7198590636253357,-0.09726805984973907,0.7480628490447998,0.6880478262901306,-0.1454637050628662,0.7127057909965515,0.7710771560668945,-0.1371082067489624,0.6835746169090271,0.8360159993171692,-0.11676499992609024
0.6661537885665894,1.0097870826721191,1.2255670753802406e-06,0.5846502184867859,0.9477245807647705,-0.04917040467262268,0.5410588979721069,0.8145279884338379,-0.07536837458610535,0.6097654700279236,0.7086836695671082,-0.10328032821416855,0.6819919347763062,0.6462022066116333,-0.12766557931900024,0.5488753914833069,0.6053218841552734,-0.04489213600754738,0.5124424695968628,0.4190657138824463,-0.08586952090263367,0.49592188000679016,0.301984578371048,-0.10633351653814316,0.48318564891815186,0.20744436979293823,-0.11717846989631653,0.6313754320144653,0.5981534123420715,-0.054316408932209015,0.6263815760612488,0.39135679602622986,-0.10221710801124573,0.6274411678314209,0.2529699206352234,-0.12809889018535614,0.6311895251274109,0.14731073379516602,-0.13622210919857025,0.704641580581665,0.6405500769615173,-0.07007613778114319,0.6933773159980774,0.6016342043876648,-0.13882416486740112,0.6664974689483643,0.7185381650924683,-0.14641016721725464,0.6507593393325806,0.7991001605987549,-0.12773992121219635,0.7659971117973328,0.707338273525238,-0.08979698270559311,0.7549533843994141,0.6723190546035767,-0.13860909640789032,0.719224214553833,0.7577400803565979,-0.13189469277858734,0.6922896504402161,0.8243036866188049,-0.1126624047756195
0.6683588624000549,0.9989011287689209,1.217106500916998e-06,0.5858441591262817,0.9342516660690308,-0.04656058922410011,0.5430289506912231,0.7974584102630615,-0.07182075828313828,0.6088278293609619,0.6928889751434326,-0.09984300285577774,0.6799792647361755,0.6307874917984009,-0.12457459419965744,0.5510048866271973,0.5884068608283997,-0.03994077816605568,0.513970136642456,0.40286678075790405,-0.07984306663274765,0.49761250615119934,0.28572580218315125,-0.10000378638505936,0.4852149486541748,0.19099706411361694,-0.11079870909452438,0.6325823664665222,0.5846742391586304,-0.05081232637166977,0.6271941661834717,0.37908950448036194,-0.09903667122125626,0.6280670762062073,0.2396373748779297,-0.12575331330299377,0.6328590512275696,0.13298022747039795,-0.13456901907920837,0.7052865028381348,0.6282299757003784,-0.0678333044052124,0.6915481090545654,0.5822667479515076,-0.13691754639148712,0.6657232046127319,0.7036689519882202,-0.14336611330509186,0.6518892645835876,0.7884944677352905,-0.1237240582704544,0.7665125131607056,0.6941742897033691,-0.08862683922052383,0.7491135001182556,0.6547008156776428,-0.13750767707824707,0.7136968970298767,0.7453396320343018,-0.12927216291427612,0.6891180276870728,0.8162098526954651,-0.10883828997612
0.6682896018028259,1.000260829925537,1.1850328291984624e-06,0.5856514573097229,0.9364066123962402,-0.046579379588365555,0.5426369905471802,0.8004685640335083,-0.07094211876392365,0.607971727848053,0.6976059079170227,-0.0978432223200798,0.6786491274833679,0.6345187425613403,-0.1217593401670456,0.548926830291748,0.5863329768180847,-0.039170775562524796,0.5145739316940308,0.4013904631137848,-0.07796104997396469,0.49783146381378174,0.2847752571105957,-0.09788637608289719,0.4858311116695404,0.18885335326194763,-0.1085503026843071,0.6309069395065308,0.5825375914573669,-0.049233611673116684,0.625831663608551,0.3800868093967438,-0.09475234895944595,0.6274083852767944,0.24246260523796082,-0.12015236169099808,0.6333107352256775,0.1353245973587036,-0.12867815792560577,0.7044304013252258,0.6255614161491394,-0.06544996798038483,0.6936840415000916,0.5825498104095459,-0.13282407820224762,0.6659127473831177,0.7024751901626587,-0.14038489758968353,0.6506319046020508,0.7874845266342163,-0.12222469598054886,0.7650706171989441,0.6913518309593201,-0.08546470105648041,0.7489176988601685,0.6583247184753418,-0.13455750048160553,0.711776614189148,0.7502076625823975,-0.1279684156179428,0.6863926649093628,0.8224318623542786,-0.10887957364320755
0.6703393459320068,0.9824734330177307,1.2457576303859241e-06,0.5876075625419617,0.9151837825775146,-0.04244346171617508,0.5459396839141846,0.7737917304039001,-0.06377628445625305,0.6100398302078247,0.6691643595695496,-0.08833888918161392,0.6774882078170776,0.6065077185630798,-0.10949791967868805,0.5559604167938232,0.5662921071052551,-0.03274049982428551,0.519237756729126,0.3795931935310364,-0.0682687982916832,0.5027170777320862,0.2616662085056305,-0.08520069718360901,0.4897826611995697,0.16665878891944885,-0.09391994029283524,0.6365429759025574,0.5612240433692932,-0.04437565430998802,0.6338344812393188,0.35701391100883484,-0.08901731669902802,0.6352039575576782,0.2181369662284851,-0.11372794210910797,0.6392825841903687,0.11392515897750854,-0.12104681879281998,0.7080504298210144,0.6030368208885193,-0.06210384890437126,0.6975309252738953,0.563225507736206,-0.12838251888751984,0.6703731417655945,0.6840634346008301,-0.13648687303066254,0.6535915732383728,0.7689049243927002,-0.11826959252357483,0.7674914002418518,0.6664699912071228,-0.0832659974694252,0.7519131898880005,0.638886034488678,-0.13074137270450592,0.7165793180465698,0.7298697829246521,-0.12468891590833664,0.690311074256897,0.7989131212234497,-0.10603583604097366
