x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.7123861312866211,0.6439561247825623,-8.708631185072591e-07,0.6538528800010681,0.7552105784416199,-0.0113806948065757,0.5523512363433838,0.8357730507850647,-0.0143012488260865,0.4754130840301513,0.8686258792877197,-0.0248614214360713,0.4267169237136841,0.8832660913467407,-0.0288499630987644,0.4715540111064911,0.759463369846344,0.0249825529754161,0.4027200043201446,0.779510498046875,-0.0180460941046476,0.4599050283432007,0.7948206663131714,-0.044300153851509,0.4994934201240539,0.7969971895217896,-0.0532494857907295,0.4683729112148285,0.6952601671218872,0.0144365392625331,0.4028351902961731,0.7080395221710205,-0.028971517458558,0.4664072394371032,0.7335086464881897,-0.0420541204512119,0.503567099571228,0.7412365674972534,-0.0375661626458168,0.4753904342651367,0.6274740695953369,-0.0047649214975535,0.4092088341712951,0.634051501750946,-0.0399553775787353,0.4646690785884857,0.6675919890403748,-0.0313434563577175,0.5014774203300476,0.6811475157737732,-0.0126883024349808,0.4915588498115539,0.5611716508865356,-0.0268902666866779,0.4266378581523895,0.5519058704376221,-0.0385926999151706,0.444460779428482,0.5804290771484375,-0.026683134958148,0.4617275595664978,0.5943846702575684,-0.0107377748936414,app_mode
0.7135756611824036,0.6498273015022278,-8.362266044059652e-07,0.6525517702102661,0.7529905438423157,-0.0055608688853681,0.5546693205833435,0.8309550285339355,-0.005541946273297,0.4864182770252228,0.8728712201118469,-0.0139066763222217,0.4460426270961761,0.8905764818191528,-0.016987795010209,0.4775998592376709,0.7510200142860413,0.0284879934042692,0.4078599214553833,0.7666216492652893,-0.0107058119028806,0.4617558121681213,0.7928191423416138,-0.0362980030477047,0.5047458410263062,0.8002212643623352,-0.0453061424195766,0.475320965051651,0.6880517601966858,0.0167596377432346,0.4069066643714905,0.69984370470047,-0.0212916601449251,0.4668896794319153,0.7338719964027405,-0.0349741391837596,0.5065975785255432,0.742490828037262,-0.0324662178754806,0.482755959033966,0.6216469407081604,-0.0023491755127906,0.4158710837364197,0.6272850632667542,-0.0319664999842643,0.4666341543197632,0.6680991053581238,-0.0258243735879659,0.5065442323684692,0.682929277420044,-0.0105889905244112,0.4994086623191833,0.5555907487869263,-0.0237571224570274,0.4290715456008911,0.5456361770629883,-0.0327908098697662,0.4439577162265777,0.5835373997688293,-0.0221987608820199,0.4646709859371185,0.6037797331809998,-0.0082570742815732,app_mode
0.65458083152771,0.5271478295326233,-6.488183430519712e-07,0.6064847707748413,0.633421003818512,-0.0223594512790441,0.5206685662269592,0.7364503741264343,-0.0317831747233867,0.4620767831802368,0.8155492544174194,-0.0456798560917377,0.4397289156913757,0.8913878202438354,-0.0519015155732631,0.4194814562797546,0.6637135744094849,0.0216394290328025,0.3585816621780395,0.6674268841743469,-0.0150666488334536,0.4168309569358825,0.6684819459915161,-0.0382808409631252,0.4494293332099914,0.6781527996063232,-0.0473335310816764,0.4101658165454864,0.5967204570770264,0.0165313072502613,0.3519837856292724,0.6028125286102295,-0.0185174830257892,0.4144729971885681,0.6043502688407898,-0.0294264238327741,0.4379577934741974,0.6101278066635132,-0.0264685451984405,0.4106762111186981,0.5259656310081482,0.002293084282428,0.3486111164093017,0.5283010005950928,-0.0271060410887002,0.398939698934555,0.5359514951705933,-0.0178466476500034,0.4225029349327087,0.5445966124534607,-0.0019478562753647,0.4200612902641296,0.4561116397380829,-0.015463188290596,0.3543007671833038,0.4563034772872925,-0.0233438666909933,0.3766279816627502,0.4705128371715545,-0.0083985878154635,0.3905581831932068,0.4778697490692138,0.007985652424395,app_mode
0.6266039609909058,0.5107569694519043,-6.586062681890326e-07,0.5877662897109985,0.6096670627593994,-0.0285910777747631,0.5079926252365112,0.704008162021637,-0.0425336584448814,0.4503438770771026,0.7826801538467407,-0.0593758448958396,0.4238453507423401,0.8568939566612244,-0.0677613541483879,0.4022865891456604,0.6411995887756348,0.0068015111610293,0.3292192220687866,0.6460260152816772,-0.0325041227042675,0.3911241888999939,0.6383625268936157,-0.0544898025691509,0.4277413785457611,0.6400734782218933,-0.0624271929264068,0.3947432339191437,0.5732885599136353,0.0034798891283571,0.3242952823638916,0.5758289694786072,-0.0311188157647848,0.3936185240745544,0.572075366973877,-0.0372698232531547,0.4198327958583832,0.5758581757545471,-0.0322938449680805,0.3987308144569397,0.5015282034873962,-0.0089189782738685,0.3226560950279236,0.4983841478824615,-0.0399826504290103,0.3809481859207153,0.5006710886955261,-0.024976460263133,0.4101466238498688,0.5046219229698181,-0.0058194687590003,0.4124039113521576,0.4323167204856872,-0.025119662284851,0.3407629132270813,0.4215308427810669,-0.0363583974540233,0.3727675080299377,0.4366483688354492,-0.019577944651246,0.3978332579135895,0.4484955072402954,-0.0021115380804985,app_mode
0.6071511507034302,0.4894651770591736,-6.416539690690115e-07,0.5693541765213013,0.5857275128364563,-0.0312175136059522,0.486779510974884,0.6812813878059387,-0.0453850366175174,0.4320775866508484,0.7651354670524597,-0.0619154535233974,0.4093060493469238,0.8424728512763977,-0.069883145391941,0.3808302283287048,0.625629723072052,0.0075321411713957,0.3082132935523987,0.6379870176315308,-0.0331523492932319,0.3713318109512329,0.625910758972168,-0.0556957647204399,0.4069624841213226,0.6216049790382385,-0.0639774873852729,0.3714541792869568,0.5596969127655029,0.0049187866970896,0.3017122149467468,0.5649417638778687,-0.0324891991913318,0.3773581683635711,0.5589961409568787,-0.0389302894473075,0.4025354981422424,0.5604872703552246,-0.0325744971632957,0.3761687278747558,0.4873706698417663,-0.007273516152054,0.304701954126358,0.4860086143016815,-0.041246760636568,0.3694111406803131,0.4871040880680084,-0.0258499216288328,0.3964064717292785,0.4891086518764496,-0.0053853848949074,0.3918909430503845,0.4162122905254364,-0.0235279724001884,0.3317205905914306,0.4114337563514709,-0.0372683517634868,0.3723730742931366,0.4264324903488159,-0.0203813444823026,0.3982941210269928,0.4366239905357361,-0.0021782296244055,app_mode
0.6136060953140259,0.4850680828094482,-7.289439167834644e-07,0.573801577091217,0.5851221084594727,-0.0282977651804685,0.4871107637882232,0.6811177730560303,-0.0402415171265602,0.4323356747627258,0.7622717618942261,-0.0555780567228794,0.4093349874019623,0.8367767333984375,-0.062832087278366,0.3854795694351196,0.62281733751297,0.0119382701814174,0.3133487701416015,0.6307353377342224,-0.0302789472043514,0.3771575689315796,0.621426522731781,-0.0540241487324237,0.4182692766189575,0.6143808960914612,-0.0623440667986869,0.3761514127254486,0.5558822154998779,0.0073780678212642,0.3012306094169616,0.5594120025634766,-0.0306276250630617,0.3776251971721649,0.5563706755638123,-0.0372624844312667,0.4080507755279541,0.5549496412277222,-0.0305742807686328,0.3798952102661133,0.4836623072624206,-0.007113070692867,0.3044260740280151,0.4829229414463043,-0.0412306636571884,0.3685752153396606,0.488879919052124,-0.0259077865630388,0.3993840217590332,0.4898431599140167,-0.0048603513278067,0.394843727350235,0.4127659201622009,-0.0256015695631504,0.3267697095870971,0.4092055559158325,-0.0373518429696559,0.3643171489238739,0.4263891577720642,-0.0195980463176965,0.3926681280136108,0.4355579912662506,-0.0010384551715105,app_mode
0.5813409686088562,0.4632224440574646,-6.760619726264849e-07,0.5426743626594543,0.5659152865409851,-0.029205759987235,0.4595170319080353,0.6621707081794739,-0.0412095263600349,0.4013840854167938,0.7415060997009277,-0.0565931685268878,0.3742384612560272,0.8168064951896667,-0.0636862516403198,0.3562121391296386,0.6050199270248413,0.0105538610368967,0.2780028283596039,0.6076614260673523,-0.0289831738919019,0.3441489040851593,0.5947364568710327,-0.0513400770723819,0.3899285793304443,0.5916585326194763,-0.0590897612273693,0.3465659022331238,0.537348210811615,0.0075647444464266,0.2722870409488678,0.5388087034225464,-0.0308117549866437,0.350987434387207,0.5314100980758667,-0.0398191586136817,0.3881687521934509,0.5330204963684082,-0.0349785611033439,0.3499044775962829,0.4664389789104461,-0.0047052521258592,0.2697905898094177,0.464761346578598,-0.0415355712175369,0.3386447131633758,0.4647258520126343,-0.029365699738264,0.3797833323478699,0.4667384624481201,-0.009583031758666,0.3636284172534942,0.3976370990276336,-0.0205520465970039,0.2967268526554107,0.3876707851886749,-0.03934857994318,0.336664080619812,0.4024311602115631,-0.0263535939157009,0.3707441687583923,0.4149683713912964,-0.009679633192718,app_mode
0.5742340683937073,0.4560401439666748,-7.080607815623807e-07,0.529468834400177,0.5607314109802246,-0.0282550193369388,0.4442939758300781,0.6594786643981934,-0.0392586663365364,0.3874189257621765,0.7384520173072815,-0.053864412009716,0.36526820063591,0.8155148029327393,-0.060887761414051,0.3449300527572632,0.6015027761459351,0.0150643093511462,0.2709685862064361,0.6016032099723816,-0.0248730573803186,0.3356949687004089,0.5920236110687256,-0.0496447570621967,0.3820816576480865,0.5882864594459534,-0.0592127181589603,0.335873007774353,0.5306550860404968,0.0114462906494736,0.2612515687942505,0.5311669707298279,-0.0284871961921453,0.3392004370689392,0.5289872288703918,-0.0405277237296104,0.3803462088108063,0.5322546362876892,-0.0369852110743522,0.3405463099479675,0.4580967128276825,-0.0015136847505345,0.2635499536991119,0.4555235803127289,-0.0376840569078922,0.3304724991321563,0.4611926078796386,-0.0276496987789869,0.373609721660614,0.4653379023075104,-0.0089688207954168,0.355995237827301,0.3871023654937744,-0.0180281568318605,0.2901992797851562,0.3841806650161743,-0.0339216254651546,0.3289729356765747,0.400328516960144,-0.0205451734364032,0.3631640970706939,0.4115988612174988,-0.0040362440049648,app_mode
0.5746361017227173,0.4537136256694793,-7.039971592348593e-07,0.5308309197425842,0.5601573586463928,-0.031217023730278,0.4460715651512146,0.658496618270874,-0.0439664870500564,0.3893346190452575,0.7368398904800415,-0.0596809312701225,0.3660945296287536,0.8132036924362183,-0.0674514174461364,0.3453488349914551,0.6014260053634644,0.0108991870656609,0.271188735961914,0.6022675037384033,-0.0293983425945043,0.3367427289485931,0.588635265827179,-0.0543452464044094,0.3839900195598602,0.5837141275405884,-0.0639510005712509,0.3359904289245605,0.5299642086029053,0.0087976846843957,0.2593818306922912,0.5313305854797363,-0.0321474783122539,0.3385389149188995,0.5245845913887024,-0.0444201938807964,0.3831514716148376,0.5260812640190125,-0.0407013520598411,0.3410691916942596,0.4577690958976745,-0.0026516546495258,0.2625076174736023,0.4541392922401428,-0.0396767742931842,0.3283989727497101,0.4574572145938873,-0.0304469615221023,0.3748433589935303,0.4618152976036072,-0.0117721678689122,0.3568897545337677,0.3883975744247436,-0.0178420543670654,0.2884591519832611,0.3834581971168518,-0.0349694080650806,0.3242285251617431,0.3979498147964477,-0.0229087509214878,0.3605020046234131,0.4103513360023498,-0.0068869548849761,app_mode
0.5689635276794434,0.4573005735874176,-6.805283305766352e-07,0.5239877700805664,0.5609402656555176,-0.0328098274767398,0.4429857134819031,0.6580196619033813,-0.0471317283809185,0.3863840103149414,0.7373212575912476,-0.0641074031591415,0.3609923124313354,0.8122904300689697,-0.0727582275867462,0.340558648109436,0.6005859971046448,0.010038724169135,0.2645443677902221,0.602029025554657,-0.0315582826733589,0.3285967111587524,0.5909169316291809,-0.0574942864477634,0.3755057156085968,0.5894190073013306,-0.067579872906208,0.3319450616836548,0.5289013385772705,0.0086328266188502,0.255784809589386,0.5309794545173645,-0.0329539030790329,0.3331518471240997,0.5272417664527893,-0.0460212565958499,0.3758204281330108,0.5327185988426208,-0.0431199446320533,0.3371979892253876,0.4566591382026672,-0.0023836893960833,0.2587673962116241,0.4520076215267181,-0.0399872064590454,0.3233401477336883,0.457387238740921,-0.0309632513672113,0.3682122230529785,0.4649617671966553,-0.0125831877812743,0.353165864944458,0.3871389031410217,-0.0172717217355966,0.2862275540828705,0.3804319202899933,-0.0347516499459743,0.3213750720024109,0.3967834115028381,-0.0228954534977674,0.3561545312404632,0.4126441478729248,-0.0069976546801626,app_mode
